Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
titanium alloy (Ti Bal  Cr3.4  Mo2.1),16.3180,6.7800,523,2.4060,6266.0000,4600.0000,81.6207,48.1353,773,391.6320,1801507.2000,18851.3058
titanium alloy (Ti Bal  Cr3.4  Mo2.1),16.3180,6.7800,523,2.4060,6266.0000,4600.0000,81.6207,48.1353,773,271.9667,1251046.6667,13091.1846
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,0.0100,18.4000,0.6246
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,0.0325,59.8000,2.0300
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,0.0550,101.2000,3.4354
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,0.0775,142.6000,4.8408
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,0.1000,184.0000,6.2462
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,3715.4400,6836409.6000,232073.9470
beryllium alloy (Be99.5),154.8100,45.7000,1841,3.3870,22900.0000,1840.0000,50.6557,62.4620,75,2580.1667,4747506.6667,161162.4632
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0100,10.3600,0.6918
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0325,33.6700,2.2483
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0550,56.9800,3.8047
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0775,80.2900,5.3612
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.1000,103.6000,6.9177
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,4.8000,4972.8000,332.0502
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,3.3333,3453.3333,230.5904
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,0.0100,6.5500,0.6109
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,0.0325,21.2875,1.9854
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,0.0550,36.0250,3.3600
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,0.0775,50.7625,4.7345
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,0.1000,65.5000,6.1091
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,2.8805,1886.7144,175.9702
n-hexane  (25 °C),0.1200,0.0806,2273,1.4880,34.0000,655.0000,54.6163,61.0906,442,2.0003,1310.2183,122.2015
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,0.0100,29.0000,0.6435
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,0.0325,94.2500,2.0915
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,0.0550,159.5000,3.5394
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,0.0775,224.7500,4.9873
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,0.1000,290.0000,6.4352
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,45.1920,131056.8000,2908.2146
magnesium titanate porcelain,1.8830,0.8600,753,2.1840,2028.0000,2900.0000,47.2213,64.3524,400,31.3833,91011.6667,2019.5934
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,0.0100,6.0000,0.4523
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,0.0325,19.5000,1.4700
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,0.0550,33.0000,2.4877
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,0.0775,46.5000,3.5054
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,0.1000,60.0000,4.5231
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,5.3280,3196.8000,240.9925
diatomaceous earth brick (use to 1100C),0.2220,0.4700,795,0.4770,325.0000,600.0000,52.7211,45.2313,223,3.7000,2220.0000,167.3559
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,0.0100,82.6000,0.3944
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,0.0325,268.4500,1.2817
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,0.0550,454.3000,2.1691
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,0.0775,640.1500,3.0564
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,0.1000,826.0000,3.9438
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,351.4560,2903026.5600,13860.6746
cobalt alloy jessop g-32,14.6440,4.2400,418,3.4530,7114.0000,8260.0000,46.4977,39.4379,175,244.0667,2015990.6667,9625.4685
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,0.0100,82.1000,0.4529
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,0.0325,266.8250,1.4719
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,0.0550,451.5500,2.4910
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,0.0775,636.2750,3.5100
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,0.1000,821.0000,4.5291
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,268.1040,2201133.8400,12142.5715
cobalt alloy hs-27 (cast),11.1710,3.2500,418,3.4320,6195.0000,8210.0000,48.4402,45.2905,170,186.1833,1528565.1667,8432.3413
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,0.0100,77.5000,0.2655
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,0.0325,251.8750,0.8628
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,0.0550,426.2500,1.4602
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,0.0775,600.6250,2.0575
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,0.1000,775.0000,2.6549
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,552.2880,4280232.0000,14662.4644
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,716,383.5333,2972383.3333,10182.2669
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,0.0100,20.0000,0.6138
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,0.0325,65.0000,1.9948
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,0.0550,110.0000,3.3759
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,0.0775,155.0000,4.7569
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,0.1000,200.0000,6.1379
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,17.0640,34128.0000,1047.3759
brick masonry medium,0.7110,0.4300,837,1.6740,1091.0000,2000.0000,50.5641,61.3793,104,11.8500,23700.0000,727.3444
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,0.0100,156.0000,0.4200
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,0.0325,507.0000,1.3650
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,0.0550,858.0000,2.3100
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,0.0775,1209.0000,3.2550
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,0.1000,1560.0000,4.2001
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,1004.1600,15664896.0000,42175.3325
tungsten carbide (WC),41.8400,14.6000,184,2.8700,10962.0000,15600.0000,25.2344,42.0006,822,697.3333,10878400.0000,29288.4254
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,0.0100,31.8000,0.8653
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,0.0325,103.3500,2.8123
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,0.0550,174.9000,4.7593
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,0.0775,246.4500,6.7063
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,0.1000,318.0000,8.6533
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,96.4080,306577.4400,8342.4460
calcium fluoride (CaF2) (mineral aggr),4.0170,1.0800,1167,3.7110,3861.0000,3180.0000,24.4005,86.5327,126,66.9500,212901.0000,5793.3653
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,0.0100,54.4000,0.7244
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,0.0325,176.8000,2.3544
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,0.0550,299.2000,3.9843
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,0.0775,421.6000,5.6142
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,0.1000,544.0000,7.2442
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,31.1280,169336.3200,2254.9637
mercury chloride (HgCl2),1.2970,0.8400,285,1.5500,1417.0000,5440.0000,57.2460,72.4416,420,21.6167,117594.6667,1565.9470
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,0.0100,8.5600,0.6283
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,0.0325,27.8200,2.0419
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,0.0550,47.0800,3.4556
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,0.0775,66.3400,4.8692
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,0.1000,85.6000,6.2829
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,3.7920,3245.9520,238.2475
oil (motor oil 10W30),0.1580,0.0900,1990,1.7030,519.0000,856.0000,52.2458,62.8290,530,2.6333,2254.1333,165.4496
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,0.0100,109.6000,0.6304
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,0.0325,356.2000,2.0487
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,0.0550,602.8000,3.4670
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,0.0775,849.4000,4.8853
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,0.1000,1096.0000,6.3037
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,712.9440,7813866.2400,44941.6677
lead antimonial (Pb Sb 4-6) (hard),29.7060,20.2000,134,1.4690,6603.0000,10960.0000,59.8331,63.0367,326,495.1000,5426296.0000,31209.4915
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,0.0100,75.0000,0.5970
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,0.0325,243.7500,1.9403
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,0.0550,412.5000,3.2836
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,0.0775,581.2500,4.6268
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,0.1000,750.0000,5.9701
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,10.0320,75240.0000,598.9209
astitine,0.4180,0.4000,139,1.0430,661.0000,7500.0000,55.5203,59.7011,59,6.9667,52250.0000,415.9173
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,0.0100,4.1000,0.4665
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,0.0325,13.3250,1.5161
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,0.0550,22.5500,2.5658
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,0.0775,31.7750,3.6154
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,0.1000,41.0000,4.6650
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,5.5200,2263.2000,257.5102
spruce wood (with grain),0.2300,0.4500,1255,0.5150,344.0000,410.0000,52.8907,46.6504,692,3.8333,1571.6667,178.8265
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,0.0100,102.0000,0.6150
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,0.0325,331.5000,1.9987
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,0.0550,561.0000,3.3823
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,0.0775,790.5000,4.7660
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,0.1000,1020.0000,6.1497
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,3313.6800,33799536.0000,203782.0152
molybdenum alloy (Mo Bal Fe 0.25),138.0700,49.0000,276,2.8150,19719.0000,10200.0000,50.5889,61.4972,432,2301.1667,23471900.0000,141515.2883
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0100,82.1500,0.4164
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0325,266.9875,1.3533
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0550,451.8250,2.2902
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.0775,636.6625,3.2271
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,0.1000,821.5000,4.1640
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,311.2800,2557165.2000,12961.7039
cobalt alloy multimet (n-155) (wrought),12.9700,3.6300,435,3.5740,6809.0000,8215.0000,49.4849,41.6400,178,216.1667,1775809.1667,9001.1832
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,0.0100,125.0000,0.1852
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,0.0325,406.2500,0.6018
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,0.0550,687.5000,1.0185
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,0.0775,968.7500,1.4352
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,0.1000,1250.0000,1.8518
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,1124.6640,14058300.0000,20826.6022
tungsten titanium carbide k4h,46.8610,9.9600,377,4.7130,14853.0000,12500.0000,30.9243,18.5181,834,781.0167,9762708.3333,14462.9182
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,0.0100,78.7000,0.2899
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,0.0325,255.7750,0.9421
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,0.0550,432.8500,1.5943
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,0.0775,609.9250,2.2466
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,0.1000,787.0000,2.8988
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,1707.0720,13434656.6400,49484.6663
iron (-51 to 1537 deg c),71.1280,20.2000,448,3.5260,15831.0000,7870.0000,36.3733,28.9880,295,1185.4667,9329622.6667,34364.3516
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,0.0100,19.0000,0.5307
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,0.0325,61.7500,1.7247
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,0.0550,104.5000,2.9187
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,0.0775,147.2500,4.1128
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,0.1000,190.0000,5.3068
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,125.5200,238488.0000,6661.0945
aluminum oxide foam (Al2O3),5.2300,3.5400,778,1.4780,2781.0000,1900.0000,58.0599,53.0680,46,87.1667,165616.6667,4625.7601
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,0.0100,48.4000,0.6535
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,0.0325,157.3000,2.1237
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,0.0550,266.2000,3.5940
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,0.0775,375.1000,5.0643
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,0.1000,484.0000,6.5346
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,160.6560,777575.0400,10498.1595
titanium alloy imi 679 (sn11  zr5  al2),6.6940,2.8700,481,2.3280,3949.0000,4840.0000,69.7516,65.3456,792,111.5667,539982.6667,7290.3885
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,0.0100,17.6000,0.6866
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,0.0325,57.2000,2.2316
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,0.0550,96.8000,3.7765
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,0.0775,136.4000,5.3214
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,0.1000,176.0000,6.8664
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,3.0240,5322.2400,207.6386
polyvinylidene fluoride (kynar),0.1260,0.0500,1381,2.4310,552.0000,1760.0000,43.7884,68.6636,581,2.1000,3696.0000,144.1935
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,0.0100,165.0000,0.4586
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,0.0325,536.2500,1.4904
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,0.0550,907.5000,2.5222
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,0.0775,1278.7500,3.5540
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,0.1000,1650.0000,4.5858
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,1084.4880,17894052.0000,49732.7500
tantalum alloy (Ta99.5 Nb0.5),45.1870,19.8000,138,2.2770,10147.0000,16500.0000,36.1694,45.8583,737,753.1167,12426425.0000,34536.6320
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0100,10.3600,0.6918
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0325,33.6700,2.2483
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0550,56.9800,3.8047
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.0775,80.2900,5.3612
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,0.1000,103.6000,6.9177
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,4.8000,4972.8000,332.0502
propylene glycol,0.2000,0.0691,2790,2.8900,760.8000,1036.0000,54.4612,69.1771,605,3.3333,3453.3333,230.5904
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,0.0100,5.5000,0.6096
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,0.0325,17.8750,1.9813
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,0.0550,30.2500,3.3529
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,0.0775,42.6250,4.7245
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,0.1000,55.0000,6.0962
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,3.6240,1993.2000,220.9251
norway pine wood (across grain),0.1510,0.1200,2301,1.2660,437.0000,550.0000,54.6009,60.9617,523,2.5167,1384.1667,153.4202
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,0.0100,42.0000,0.6390
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,0.0325,136.5000,2.0767
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,0.0550,231.0000,3.5144
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,0.0775,325.5000,4.9521
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,0.1000,420.0000,6.3898
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,100.4160,421747.2000,6416.3642
manganese oxide (Mn3O4) (87 pc dense),4.1840,1.5900,628,2.6380,3321.0000,4200.0000,56.5156,63.8978,403,69.7333,292880.0000,4455.8085
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,742,0.0100,140.0000,0.3684
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,742,0.0325,455.0000,1.1973
tantalum carbide (TaC),22.1750,8.3200,190,2.6600,7688.0000,14000.0000,28.3856,36.8397,742,0.0550,770.0000,2.0262
