Material,Thermal Conductivity (W/m*K),Thermal Diffusivity (mm2/s),Specific Heat Capacity (J/kg*K),Volumetric Specific Heat (MJ/m³K),Thermal Effusivity (Ws0.5/(m2K)),Material Density (kg/m3),Durability (d),Price (c) ($/m^3),Material_encoded,Thickness,Weight,Cost
tantalum alloy (Ta89 W9 HF2),40.5850,26.0000,92,1.5590,7958.0000,16950.0000,55.3323,50.1149,729,974.0400,16509978.0000,48813.8880
tantalum alloy (Ta89 W9 HF2),40.5850,26.0000,92,1.5590,7958.0000,16950.0000,55.3323,50.1149,729,676.4167,11465262.5000,33898.5333
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,0.0100,74.0000,0.5802
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,0.0325,240.5000,1.8858
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,0.0550,407.0000,3.1914
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,0.0775,573.5000,4.4969
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,0.1000,740.0000,5.8025
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,160.6560,1188854.4000,9322.0291
manganese,6.6940,1.8800,481,3.5590,4882.0000,7400.0000,48.0949,58.0248,389,111.5667,825593.3333,6473.6313
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,0.0100,45.0000,0.5973
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,0.0325,146.2500,1.9413
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,0.0550,247.5000,3.2852
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,0.0775,348.7500,4.6292
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,0.1000,450.0000,5.9731
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,190.8000,858600.0000,11396.7597
titanium alloy (Ti Bal Al4 Cu4 Sn2),7.9500,3.3800,523,2.3540,4325.0000,4500.0000,72.9648,59.7314,769,132.5000,596250.0000,7914.4165
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0100,24.0000,0.6439
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0325,78.0000,2.0928
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0550,132.0000,3.5417
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.0775,186.0000,4.9905
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,0.1000,240.0000,6.4394
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,40.1760,96422.4000,2587.0805
shale (avg prop),1.6740,0.8300,837,2.0090,1833.0000,2400.0000,49.0880,64.3937,638,27.9000,66960.0000,1796.5837
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,0.0100,64.0000,0.5358
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,0.0325,208.0000,1.7413
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,0.0550,352.0000,2.9468
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,0.0775,496.0000,4.1523
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,0.1000,640.0000,5.3579
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,311.2800,1992192.0000,16677.9507
nickel oxide (nio) (polyxtal  88-100 d),12.9700,3.3600,603,3.8590,7072.0000,6400.0000,43.2909,53.5786,498,216.1667,1383466.6667,11581.9102
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,0.0100,18.1000,0.6092
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,0.0325,58.8250,1.9800
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,0.0550,99.5500,3.3507
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,0.0775,140.2750,4.7214
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,0.1000,181.0000,6.0922
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,2008.3200,3635059.2000,122350.1280
magnesium alloy a8(ac or st) (casting),83.6800,45.1000,1025,1.8550,12460.0000,1810.0000,61.3311,60.9216,346,1394.6667,2524346.6667,84965.3666
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.0100,0.0143,0.3562
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.0325,0.0464,1.1575
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.0550,0.0786,1.9589
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.0775,0.1107,2.7603
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.1000,0.1429,3.5617
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.6240,0.8917,22.2248
oxygen (gas),0.0260,23.2000,795,0.0010,5.0000,1.4290,51.5720,35.6167,527,0.4333,0.6192,15.4339
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,0.0100,87.0000,0.3531
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,0.0325,282.7500,1.1475
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,0.0550,478.5000,1.9418
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,0.0775,674.2500,2.7362
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,0.1000,870.0000,3.5306
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,532.2000,4630140.0000,18789.9990
copper alloy manganin (Cu84 Ni4 Mn12),22.1750,6.7700,377,3.2800,8524.0000,8700.0000,39.4766,35.3063,190,369.5833,3215375.0000,13048.6104
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,0.0100,12.0000,0.6302
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,0.0325,39.0000,2.0481
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,0.0550,66.0000,3.4660
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,0.0775,93.0000,4.8838
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,0.1000,120.0000,6.3017
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,6.0240,7228.8000,379.6164
acrylic (high k),0.2510,0.1500,1423,1.7080,655.0000,1200.0000,48.6037,63.0173,8,4.1833,5020.0000,263.6225
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,0.0100,77.5000,0.2655
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,0.0325,251.8750,0.8628
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,0.0550,426.2500,1.4602
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,0.0775,600.6250,2.0575
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,0.1000,775.0000,2.6549
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,552.2880,4280232.0000,14662.4644
steel stainless hf (cast),23.0120,5.9100,502,3.8910,9463.0000,7750.0000,51.3049,26.5486,709,383.5333,2972383.3333,10182.2669
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,0.0100,7.8513,0.6217
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,0.0325,25.5167,2.0204
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,0.0550,43.1822,3.4192
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,0.0775,60.8476,4.8180
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,0.1000,78.5130,6.2167
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,3.9240,3080.8501,243.9442
ethanol  (25 °C),0.1635,0.0855,2435,1.9110,48.0000,785.1300,55.9468,62.1672,225,2.7250,2139.4792,169.4057
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,0.0100,43.7000,0.5994
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,0.0325,142.0250,1.9479
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,0.0550,240.3500,3.2965
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,0.0775,338.6750,4.6451
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,0.1000,437.0000,5.9937
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,140.5920,614387.0400,8426.6472
titanium alloy (Ti Bal  Al8  Mo1  v1),5.8580,2.4600,544,2.3770,3731.0000,4370.0000,66.5256,59.9369,764,97.6333,426657.6667,5851.8384
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,0.0100,120.0000,0.4313
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,0.0325,390.0000,1.4018
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,0.0550,660.0000,2.3722
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,0.0775,930.0000,3.3427
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,0.1000,1200.0000,4.3132
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,301.2480,3614976.0000,12993.3052
francium,12.5520,7.3500,142,1.7040,4630.0000,12000.0000,58.1141,43.1316,244,209.2000,2510400.0000,9023.1286
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,0.0100,165.0000,0.3293
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,0.0325,536.2500,1.0701
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,0.0550,907.5000,1.8109
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,0.0775,1278.7500,2.5517
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,0.1000,1650.0000,3.2925
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,251.0400,4142160.0000,8265.5656
mulberry (U90 Nb7.5 Zr2.5),10.4600,4.3300,146,2.4090,5027.0000,16500.0000,48.1219,32.9253,426,174.3333,2876500.0000,5739.9761
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,0.0100,65.0000,0.6123
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,0.0325,211.2500,1.9900
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,0.0550,357.5000,3.3678
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,0.0775,503.7500,4.7455
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,0.1000,650.0000,6.1232
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,251.0400,1631760.0000,15371.6953
zirconium nitride (ZrN) (pr sr 88-90 d),10.4600,4.1800,385,2.5030,5116.0000,6500.0000,55.6669,61.2321,891,174.3333,1133166.6667,10674.7884
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0100,22.0000,0.5244
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0325,71.5000,1.7044
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0550,121.0000,2.8844
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.0775,170.5000,4.0644
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,0.1000,220.0000,5.2443
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,421.7520,927854.4000,22118.0920
aluminum oxide (Al2O3) (polyxtal  55 d),17.5730,10.3000,778,1.7120,5485.0000,2200.0000,69.1315,52.4434,43,292.8833,644343.3333,15359.7861
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.0100,0.4600,0.4128
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.0325,1.4950,1.3417
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.0550,2.5300,2.2706
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.0775,3.5650,3.1994
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.1000,4.6000,4.1283
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.6240,28.7040,25.7607
polystyrene foam,0.0260,0.5000,1130,0.0520,37.0000,46.0000,52.2494,41.2832,563,0.4333,19.9333,17.8894
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,0.0100,80.0000,0.2808
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,0.0325,260.0000,0.9126
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,0.0550,440.0000,1.5444
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,0.0775,620.0000,2.1762
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,0.1000,800.0000,2.8080
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,562.3200,4498560.0000,15789.9209
chrome-nickel-iron superalloys,23.4300,6.6700,439,3.5120,9074.0000,8000.0000,47.1760,28.0800,150,390.5000,3124000.0000,10965.2228
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,0.0100,39.0000,0.6052
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,0.0325,126.7500,1.9670
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,0.0550,214.5000,3.3287
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,0.0775,302.2500,4.6904
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,0.1000,390.0000,6.0522
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,140.5920,548308.8000,8508.8711
zircon porcelain (high k),5.8580,2.5600,586,2.2850,3658.0000,3900.0000,65.4293,60.5217,883,97.6333,380770.0000,5908.9382
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,0.0100,32.0000,0.3843
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,0.0325,104.0000,1.2491
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,0.0550,176.0000,2.1138
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,0.0775,248.0000,2.9786
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,0.1000,320.0000,3.8433
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,843.5040,2699212.8000,32418.4778
aluminum nitride (AlN) (prs axis  98 d),35.1460,15.0000,732,2.3420,9075.0000,3200.0000,90.7504,38.4331,42,585.7667,1874453.3333,22512.8318
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,0.0100,126.0000,0.4010
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,0.0325,409.5000,1.3031
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,0.0550,693.0000,2.2053
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,0.0775,976.5000,3.1075
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,0.1000,1260.0000,4.0097
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,702.9120,8856691.2000,28184.4375
hafnium carbide (HfC),29.2880,12.3000,188,2.3690,8336.0000,12600.0000,29.6831,40.0967,264,488.1333,6150480.0000,19572.5261
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,0.0100,20.0000,0.5750
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,0.0325,65.0000,1.8689
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,0.0550,110.0000,3.1627
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,0.0775,155.0000,4.4566
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,0.1000,200.0000,5.7504
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,24.0960,48192.0000,1385.6141
missouri fireclay brick,1.0040,0.6700,753,1.5060,1230.0000,2000.0000,53.3846,57.5039,413,16.7333,33466.6667,962.2320
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0100,77.7000,0.5209
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0325,252.5250,1.6930
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0550,427.3500,2.8650
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.0775,602.1750,4.0371
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,0.1000,777.0000,5.2091
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,702.9120,5461626.2400,36615.5204
niobium alloy (Nb85 Ti10 Zr5),29.2880,14.8000,255,1.9810,7621.0000,7770.0000,50.1882,52.0912,503,488.1333,3792796.0000,25427.4447
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,0.0100,68.0000,0.6191
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,0.0325,221.0000,2.0119
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,0.0550,374.0000,3.4048
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,0.0775,527.0000,4.7976
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,0.1000,680.0000,6.1905
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,281.1600,1911888.0000,17405.2520
praseodymium,11.7150,8.7600,197,1.3400,3957.0000,6800.0000,60.3785,61.9051,598,195.2500,1327700.0000,12086.9805
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,0.0100,120.0000,0.4841
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,0.0325,390.0000,1.5733
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,0.0550,660.0000,2.6626
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,0.0775,930.0000,3.7518
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,0.1000,1200.0000,4.8410
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,301.2480,3614976.0000,14583.5362
mendelevium,12.5520,8.3400,126,1.5120,4348.0000,12000.0000,65.0776,48.4104,404,209.2000,2510400.0000,10127.4557
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,0.0100,83.6000,0.4801
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,0.0325,271.7000,1.5604
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,0.0550,459.8000,2.6407
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,0.0775,647.9000,3.7210
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,0.1000,836.0000,4.8013
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,2510.4000,20986944.0000,120531.0695
bronze manganese,104.6000,33.2000,377,3.1520,18147.0000,8360.0000,40.2662,48.0127,109,1743.3333,14574266.6667,83702.1316
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,0.0100,27.0000,0.6536
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,0.0325,87.7500,2.1241
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,0.0550,148.5000,3.5946
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,0.0775,209.2500,5.0652
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,0.1000,270.0000,6.5357
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,4016.6400,10844928.0000,262515.2593
aluminum alloy (Al92.0 wrot or annld),167.3600,70.6000,879,2.3730,19925.0000,2700.0000,63.2262,65.3569,26,2789.3333,7531200.0000,182302.2634
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,0.0100,27.0000,0.6476
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,0.0325,87.7500,2.1046
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,0.0550,148.5000,3.5617
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,0.0775,209.2500,5.0187
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,0.1000,270.0000,6.4758
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,3012.4800,8133696.0000,195080.8845
aluminum alloy (Al84.0 average trtmt),125.5200,52.9000,879,2.3730,17256.0000,2700.0000,62.0166,64.7576,23,2092.0000,5648400.0000,135472.8364
potassium bromide (KBr 75  KCl 25),2.0920,1.7200,477,1.2160,1595.0000,2550.0000,54.3580,54.6750,584,0.0100,25.5000,0.5468
potassium bromide (KBr 75  KCl 25),2.0920,1.7200,477,1.2160,1595.0000,2550.0000,54.3580,54.6750,584,0.0325,82.8750,1.7769
